id,target_name,drugbank_id,category,organism,known_action,actions,pubmed_id,uniprot_id
BE0001061,Canalicular multispecific organic anion transporter 2,DB02659,transporter,Humans,unknown,substrate|inhibitor|inducer,12235261,Q9Y6L6
BE0001188,Multidrug resistance-associated protein 4,DB02659,transporter,Humans,unknown,inhibitor,10644759,O15438
BE0003644,Sodium/bile acid cotransporter,DB02659,transporter,Humans,unknown,inhibitor,12883481,O15439
BE0003645,Solute carrier family 22 member 8,DB02659,transporter,Humans,unknown,substrate|inhibitor,1961729,Q14973
BE0003646,Solute carrier family 22 member 7,DB02659,transporter,Humans,unknown,substrate|inhibitor,11306713,Q8TCC7
BE0003659,Solute carrier organic anion transporter family member 1B3,DB02659,transporter,Humans,unknown,inhibitor,9650585,Q9Y694
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",DB02659,transporter,Humans,unknown,substrate,11134001,Q9NPD5
BE0003094,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,DB02660,target,Humans,unknown,inhibitor,17139284,Q07343
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,DB02661,target,Humans,unknown,,17139284,O43252
BE0001881,Glutamine synthetase,DB02662,target,Humans,unknown,,17139284,P18031
BE0001395,Bacterial leucyl aminopeptidase,DB02663,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,P0A1P6
BE0001739,Trypsin-1,DB02664,target,Vibrio proteolyticus,unknown,,17139284,Q01693
BE0001441,Adenylosuccinate synthetase,DB02665,target,Humans,unknown,,17139284,P07477
BE0002812,5-methyltetrahydrofolate--homocysteine S-methyltransferase,DB02666,target,Escherichia coli (strain K12),unknown,,17139284,P0A7D4
BE0000787,Gag-Pol polyprotein,DB02667,target,Moorella thermoacetica (strain ATCC 39073),unknown,,,Q2RJ67
BE0003783,Thermolysin,DB02668,target,HIV-1,unknown,,17139284,P03369
BE0001346,Thermolysin,DB02669,target,Bacillus thermoproteolyticus,unknown,,10592235,P00800
BE0001243,Cyclomaltodextrin glucanotransferase,DB02669,target,Geobacillus stearothermophilus,unknown,,17139284,P43133
BE0004581,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,DB02670,target,Bacillus circulans,unknown,,17139284,P30920
BE0004467,Myoglobin,DB02670,target,Humans,unknown,,17139284,O60264
BE0001604,Sensor protein FixL,DB02671,target,Humans,unknown,,17139284,P02144
BE0000426,Acetylcholinesterase,DB02671,target,Bradyrhizobium japonicum (strain USDA 110),unknown,,17139284,P23222
BE0001668,Streptavidin,DB02673,target,Humans,unknown,,17139284,P22303
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",DB02674,target,Streptomyces avidinii,unknown,,17139284,P22629
BE0001397,Subtilisin Carlsberg,DB02676,target,Humans,unknown,,17139284,Q08499
BE0001008,Galectin-7,DB02677,target,Bacillus licheniformis,unknown,,17139284,P00780
BE0003417,Cathepsin K,DB02678,target,Humans,unknown,,17139284,P47929
BE0000322,Carbonic anhydrase 2,DB02679,target,Humans,unknown,,15896958,P43235
BE0001911,"Mannan endo-1,4-beta-mannosidase",DB02679,target,Humans,unknown,,17139284,P00918
BE0001224,Uridine phosphorylase,DB02680,target,Cellvibrio japonicus (strain Ueda107),unknown,,17139284,P49424
BE0004552,Cyclin-dependent kinases regulatory subunit 1,DB02681,target,Escherichia coli (strain K12),unknown,,17139284,P12758
BE0002050,Gag-Pol polyprotein,DB02681,target,Humans,unknown,,17139284,P61024
BE0000188,Bifunctional glutamate/proline--tRNA ligase,DB02683,target,,unknown,,17139284,P03366
BE0000939,Cathepsin B,DB02684,target,Humans,unknown,,17139284,P07814
BE0001440,V-type sodium ATPase subunit K,DB02685,target,Humans,unknown,,17139284,P07858
BE0002667,Lantibiotic mersacidin,DB02686,target,Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258),unknown,,17139284,P43457
BE0000286,Arginase-1,DB02688,target,Bacillus sp. (strain HIL-Y85/54728),unknown,,,P43683
BE0001717,Poly [ADP-ribose] polymerase 1,DB02689,target,Humans,unknown,,17139284,P05089
BE0001967,Gastrotropin,DB02690,target,Humans,unknown,,10592235,P09874
BE0003642,Solute carrier organic anion transporter family member 1A2,DB02691,target,Humans,unknown,,17139284,P51161
BE0001004,Solute carrier organic anion transporter family member 1B1,DB02691,transporter,Humans,unknown,,11159893,P46721
BE0003659,Solute carrier organic anion transporter family member 1B3,DB02691,transporter,Humans,unknown,,11159893,Q9Y6L6
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",DB02691,transporter,Humans,unknown,,11159893,Q9NPD5
BE0001387,Pantothenate synthetase,DB02693,target,Mycobacterium tuberculosis,unknown,,17139284,P9WHE9
BE0001890,Cyanovirin-N,DB02694,target,Mycobacterium tuberculosis,unknown,,17139284,P9WIL5
BE0000259,"Beta-1,4-galactosyltransferase 1",DB02695,target,Nostoc ellipsosporum,unknown,,17139284,P81180
BE0000966,Collagenase 3,DB02696,target,Humans,unknown,,17139284,P15291
BE0001116,Stromelysin-1,DB02697,target,Humans,unknown,,17139284,P45452
BE0000337,Transthyretin,DB02697,target,Humans,unknown,,17139284,P08254
BE0001326,Ferrichrome-iron receptor,DB02698,carrier,Humans,unknown,,17139284,P02766
BE0001241,ADP-ribosyl cyclase 2,DB02700,target,Escherichia coli (strain K12),unknown,,17139284,P06971
BE0001869,Exotoxin A,DB02701,target,Humans,yes,product of,16690024,Q10588
BE0003362,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",DB02701,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),yes,product of,8692916,P11439
BE0000425,L-lactate dehydrogenase A chain,DB02701,target,Humans,unknown,,17139284,Q9NXA8
BE0001717,Poly [ADP-ribose] polymerase 1,DB02701,target,Humans,unknown,,17139284,P00338
BE0002363,Cytochrome P450 2D6,DB02701,target,Humans,unknown,binder,11752352,P09874
BE0003533,Cytochrome P450 2E1,DB02701,enzyme,Humans,unknown,inhibitor,15081432,P10635
BE0002638,Cytochrome P450 3A4,DB02701,enzyme,Humans,unknown,substrate|inhibitor,15081432,P05181
BE0001594,Gag-Pol polyprotein,DB02701,enzyme,Humans,unknown,inhibitor,15081432,P08684
BE0001796,Elongation factor G,DB02702,target,,unknown,,17139284,P04585
BE0001800,Chloramphenicol acetyltransferase,DB02703,target,Thermus thermophilus,yes,inhibitor,19289529,P13551
BE0001542,Chloramphenicol acetyltransferase 3,DB02703,target,Salmonella typhi,unknown,inhibitor,17139284,P62580
BE0002363,Cytochrome P450 2D6,DB02703,target,Escherichia coli,unknown,inhibitor,17139284,P00484
BE0002638,Cytochrome P450 3A4,DB02703,enzyme,Humans,unknown,substrate|inhibitor,29027845,P10635
BE0003541,UDP-glucuronosyltransferase 1-1,DB02703,enzyme,Humans,unknown,substrate|inhibitor,29027845,P08684
BE0000703,Bile salt export pump,DB02703,enzyme,Humans,unknown,substrate,27458210,P22309
BE0001069,Canalicular multispecific organic anion transporter 1,DB02703,transporter,Humans,unknown,inhibitor,12106615,O95342
BE0001067,ATP-binding cassette sub-family G member 2,DB02703,transporter,Humans,unknown,inhibitor,12106615,Q92887
BE0001004,Solute carrier organic anion transporter family member 1B1,DB02703,transporter,Humans,unknown,inhibitor,27458210,Q9UNQ0
BE0002050,Gag-Pol polyprotein,DB02703,transporter,Humans,unknown,,27458210,Q9Y6L6
BE0000895,Urokinase-type plasminogen activator,DB02704,target,,unknown,,17139284,P03366
BE0001559,Beta-lactamase IMP-1,DB02705,target,Humans,unknown,,17139284,P00749
BE0000220,Ribosyldihydronicotinamide dehydrogenase [quinone],DB02706,target,Serratia marcescens,unknown,,17139284,P52699
BE0001209,Casein kinase II subunit alpha,DB02709,target,Humans,unknown,,15350128,P16083
BE0000017,Prostaglandin G/H synthase 1,DB02709,target,Humans,unknown,,11752352,P68400
BE0000262,Prostaglandin G/H synthase 2,DB02709,target,Humans,unknown,inhibitor,11752352,P23219
BE0000309,Arachidonate 15-lipoxygenase,DB02709,target,Humans,unknown,inhibitor,11752352,P35354
BE0000248,Arachidonate 5-lipoxygenase,DB02709,target,Humans,unknown,,10491155,P16050
BE0003721,Aryl hydrocarbon receptor,DB02709,target,Humans,unknown,,10491155,P09917
BE0008985,Phosphatidylinositol 4-kinase type 2-beta,DB02709,target,Humans,unknown,,15634023,P35869
BE0008988,Integrin alpha-5,DB02709,target,Humans,unknown,,16102733,Q8TCG2
BE0001155,Integrin beta-3,DB02709,target,Humans,unknown,,23943159,P08648
BE0003392,Amyloid beta A4 protein,DB02709,target,Humans,unknown,,23943159,P05106
BE0000878,Alpha-synuclein,DB02709,target,Humans,unknown,,17597573,P05067
BE0002461,NAD-dependent protein deacetylase sirtuin-1,DB02709,target,Humans,unknown,,17597573,P37840
BE0000123,Estrogen receptor alpha,DB02709,target,Humans,unknown,,23524286,Q96EB6
BE0000515,Melatonin receptor type 1A,DB02709,target,Humans,unknown,,19496085,P03372
BE0000327,Melatonin receptor type 1B,DB02709,target,Humans,unknown,,20399199,P48039
BE0005467,C-type lectin domain family 14 member A,DB02709,target,Humans,unknown,,20399199,P49286
BE0000956,Nuclear receptor subfamily 1 group I member 2,DB02709,target,Humans,unknown,,20729295,Q86T13
BE0003848,Nuclear receptor subfamily 1 group I member 3,DB02709,target,Humans,unknown,,20869355,O75469
BE0001057,"Solute carrier family 2, facilitated glucose transporter member 1",DB02709,target,Humans,unknown,,20869355,Q14994
BE0003074,Carbonyl reductase [NADPH] 1,DB02709,target,Humans,unknown,,23615963,P11166
BE0000071,Peroxisome proliferator-activated receptor alpha,DB02709,target,Humans,unknown,inhibitor,24064738,P16152
BE0000215,Peroxisome proliferator-activated receptor gamma,DB02709,target,Humans,unknown,,24454499,Q07869
BE0000428,RAC-alpha serine/threonine-protein kinase,DB02709,target,Humans,unknown,,24454499,P37231
BE0009095,Far upstream element-binding protein 2,DB02709,target,Humans,unknown,inhibitor,24968355,P31749
BE0000230,"Tyrosine--tRNA ligase, cytoplasmic",DB02709,target,Humans,unknown,,25352548,Q92945
BE0002433,Cytochrome P450 1A2,DB02709,target,Humans,unknown,inhibitor,25533949,P54577
BE0003543,Cytochrome P450 1A1,DB02709,enzyme,Humans,no,substrate|inhibitor|inducer,15276085,P05177
BE0001111,Cytochrome P450 1B1,DB02709,enzyme,Humans,no,substrate|inhibitor,11714871,P04798
BE0002638,Cytochrome P450 3A4,DB02709,enzyme,Humans,no,substrate|inhibitor,11714871,Q16678
BE0002363,Cytochrome P450 2D6,DB02709,enzyme,Humans,no,inhibitor,20716633,P08684
BE0003549,Cytochrome P450 2B6,DB02709,enzyme,Humans,no,inhibitor,26391142,P10635
BE0003536,Cytochrome P450 2C19,DB02709,enzyme,Humans,no,inhibitor,26391142,P20813
BE0002887,Cytochrome P450 2C8,DB02709,enzyme,Humans,no,inhibitor,26391142,P33261
BE0002793,Cytochrome P450 2C9,DB02709,enzyme,Humans,no,inhibitor,26391142,P10632
BE0000337,Transthyretin,DB02709,enzyme,Humans,unknown,inhibitor,26391142,P11712
BE0000530,Serum albumin,DB02709,carrier,Humans,unknown,,15809979,P02766
BE0001084,Neutrophil gelatinase-associated lipocalin,DB02709,carrier,Humans,unknown,,17597382,P02768
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",DB02710,target,Humans,unknown,,17139284,P80188
BE0000747,Aldose reductase,DB02711,target,Mycobacterium tuberculosis,unknown,,17139284,P9WHE9
BE0001590,Glycine oxidase,DB02712,target,Humans,unknown,inhibitor,11752352,P15121
BE0003317,Ribonuclease pancreatic,DB02713,target,Bacillus subtilis (strain 168),unknown,,17139284,O31616
BE0000123,Estrogen receptor alpha,DB02714,target,Humans,unknown,,17139284,P07998
BE0000957,Eukaryotic translation initiation factor 4E,DB02715,target,Humans,unknown,,17139284,P03372
BE0002818,"Cellulose 1,4-beta-cellobiosidase",DB02716,target,Humans,unknown,,17139284,P06730
BE0000916,"Glycogen phosphorylase, muscle form",DB02717,target,Clostridium thermocellum,unknown,,,Q59325
BE0000916,"Glycogen phosphorylase, muscle form",DB02719,target,Humans,unknown,,17139284,P11217
BE0000465,Alcohol dehydrogenase 1C,DB02720,target,Humans,unknown,,17139284,P11217
BE0000400,Alcohol dehydrogenase 1B,DB02721,target,Humans,unknown,,17139284,P00326
BE0000227,Alcohol dehydrogenase 1A,DB02721,target,Humans,unknown,,17139284,P00325
BE0001873,Mycocyclosin synthase,DB02721,target,Humans,unknown,,17139284,P07327
BE0002819,Alpha-glucuronidase,DB02721,target,Mycobacterium tuberculosis,unknown,,17139284,P9WPP7
BE0000048,Prothrombin,DB02722,target,Geobacillus stearothermophilus,unknown,,,Q8VVD2
BE0001379,Iron(3+)-hydroxamate-binding protein FhuD,DB02723,target,Humans,unknown,,17139284,P00734
BE0001326,Ferrichrome-iron receptor,DB02724,target,Escherichia coli (strain K12),unknown,,17139284,P07822
BE0001519,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,DB02724,target,Escherichia coli (strain K12),unknown,,17139284,P06971
BE0001596,2-deoxyglucose-6-phosphate phosphatase,DB02725,target,Escherichia coli (strain K12),unknown,,17139284,P12995
BE0004460,Beta-enolase,DB02726,target,Escherichia coli O157:H7,unknown,,17139284,Q7ADF8
BE0000046,Pyruvate kinase PKLR,DB02726,target,Humans,unknown,,17139284,P13929
BE0001256,Triosephosphate isomerase,DB02726,target,Humans,unknown,,17139284,P30613
BE0001752,Glucosamine-6-phosphate deaminase 1,DB02726,target,Plasmodium falciparum,unknown,,17139284,Q07412
BE0001818,6-phosphofructokinase,DB02726,target,Bacillus subtilis (strain 168),unknown,,17139284,O35000
BE0003844,Triosephosphate isomerase,DB02726,target,Geobacillus stearothermophilus,unknown,,17139284,P00512
BE0000088,Pyruvate kinase PKM,DB02726,target,Humans,unknown,,17139284,P60174
BE0001877,Triosephosphate isomerase,DB02726,target,Humans,unknown,,17139284,P14618
BE0001905,Methylglyoxal synthase,DB02726,target,Geobacillus stearothermophilus,unknown,,17139284,P00943
BE0004550,Gamma-enolase,DB02726,target,Shigella flexneri,unknown,,17139284,P0A733
BE0001889,Triosephosphate isomerase,DB02726,target,Humans,unknown,,17139284,P09104
BE0002004,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",DB02726,target,Vibrio marinus,unknown,,17139284,P50921
BE0000067,"Nitric oxide synthase, brain",DB02726,target,Escherichia coli (strain K12),unknown,,17139284,P0AB91
BE0001855,Macrophage migration inhibitory factor,DB02727,target,Humans,unknown,,17139284,P29475
BE0001594,Gag-Pol polyprotein,DB02728,target,Humans,unknown,,17139284,P14174
BE0004457,Alpha-amylase 2B,DB02729,target,,unknown,,17139284,P04585
BE0002256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",DB02730,target,Humans,unknown,,17139284,P19961
BE0004060,Multi-sensor signal transduction histidine kinase,DB02731,target,Humans,unknown,,10592235,P55809
BE0004323,SRSF protein kinase 2,DB02731,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,10592235,Q9X180
BE0001072,Cyclin-dependent kinase 2,DB02733,target,Humans,unknown,,10592235,P78362
BE0001827,Cell division control protein 2 homolog,DB02733,target,Humans,unknown,,17139284,P24941
BE0002216,Cyclin-dependent kinase 4,DB02733,target,Plasmodium falciparum (isolate K1 / Thailand),unknown,,17139284,Q07785
BE0000923,Mitogen-activated protein kinase 1,DB02733,target,Humans,unknown,,11752352,P11802
BE0001062,Mitogen-activated protein kinase 3,DB02733,target,Humans,unknown,inhibitor,11752352,P28482
BE0002671,AlgQ1,DB02733,target,Humans,unknown,inhibitor,11752352,P27361
BE0002672,AlgQ2,DB02734,target,Sphingomonas sp.,unknown,,,Q9KWT6
BE0001197,Steryl-sulfatase,DB02734,target,Sphingomonas sp.,unknown,,,Q9KWT5
BE0001443,Aliphatic amidase expression-regulating protein,DB02735,target,Humans,unknown,,17139284,P08842
BE0002822,Diadenosine hexaphosphate hydrolase,DB02736,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P27017
BE0003777,Beta-2-microglobulin,DB02738,target,Thermus thermophilus,unknown,,,Q75UV1
BE0003778,T-cell receptor alpha chain C region,DB02740,target,Humans,unknown,,10592235,P61769
BE0003779,T-cell receptor beta-1 chain C region,DB02740,target,Humans,unknown,,10592235,P01848
BE0003482,"HLA class I histocompatibility antigen, A-2 alpha chain",DB02740,target,Humans,unknown,,10592235,P01850
BE0001389,Aromatic-amino-acid aminotransferase,DB02740,target,Humans,unknown,,10592235,P04439
BE0000144,Retinoic acid receptor gamma,DB02740,target,Paracoccus denitrificans,unknown,,17139284,P95468
BE0003505,Alpha-mannosidase 2,DB02741,target,Humans,unknown,,17139284,P13631
BE0001414,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",DB02742,target,Humans,unknown,,17139284,Q16706
BE0001789,"Mannosyl-oligosaccharide alpha-1,2-mannosidase",DB02742,target,Humans,unknown,,17139284,Q9UKM7
BE0002730,"Arabinogalactan endo-1,4-beta-galactosidase",DB02742,target,Penicillium citrinum,unknown,,17139284,P31723
BE0001739,Trypsin-1,DB02743,target,Bacillus licheniformis (strain DSM 13 / ATCC 14580),unknown,,,Q65CX5
BE0004434,U6 snRNA-associated Sm-like protein LSm6,DB02744,target,Humans,unknown,,17139284,P07477
BE0002061,Nucleoside-specific channel-forming protein tsx,DB02745,target,Humans,unknown,,17139284,P62312
BE0001204,Equilibrative nucleoside transporter 1,DB02745,target,Escherichia coli (strain K12),unknown,,17139284,P0A927
BE0000123,Estrogen receptor alpha,DB02745,transporter,Humans,unknown,,16818276,Q99808
BE0000557,Progesterone receptor,DB02746,target,Humans,unknown,,14579009,P03372
BE0000792,Estrogen receptor beta,DB02746,target,Humans,unknown,,14579009,P06401
BE0000071,Peroxisome proliferator-activated receptor alpha,DB02746,target,Humans,unknown,,15840436,Q92731
BE0001007,Peroxisome proliferator-activated receptor delta,DB02746,target,Humans,unknown,,23843199,Q07869
BE0000215,Peroxisome proliferator-activated receptor gamma,DB02746,target,Humans,unknown,,23843199,Q03181
BE0000412,Retinoic acid receptor RXR-alpha,DB02746,target,Humans,unknown,,23843199,P37231
BE0000078,Retinoic acid receptor RXR-beta,DB02746,target,Humans,unknown,,23843199,P19793
BE0000707,Retinoic acid receptor RXR-gamma,DB02746,target,Humans,unknown,,23843199,P28702
BE0001336,Nicotinate-nucleotide pyrophosphorylase [carboxylating],DB02746,target,Humans,unknown,,23843199,P48443
BE0001042,Solute carrier organic anion transporter family member 2B1,DB02746,target,Mycobacterium tuberculosis,unknown,,17139284,P9WJJ7
BE0001914,Fumarate hydratase class II,DB02746,transporter,Humans,unknown,inhibitor,12724351,O94956
BE0004053,Elongation factor Tu GTP-binding domain-containing protein 1,DB02749,target,Escherichia coli (strain K12),unknown,,17139284,P05042
BE0000222,Large neutral amino acids transporter small subunit 1,DB02750,target,Humans,unknown,,10592235,Q7Z2Z2
BE0000789,Large neutral amino acids transporter small subunit 2,DB02750,transporter,Humans,unknown,,12117417,Q01650
BE0000567,Guanidinoacetate N-methyltransferase,DB02750,transporter,Humans,unknown,,12117417,Q9UHI5
BE0001438,Thymidylate synthase,DB02751,target,Humans,unknown,,17139284,Q14353
BE0002706,Nucleoside deoxyribosyltransferase-I,DB02752,target,Escherichia coli (strain K12),unknown,,17139284,P0A884
BE0001120,Heat shock protein HSP 90-alpha,DB02753,target,Lactobacillus helveticus,unknown,,,Q8RLY5
BE0001898,Heat shock protein HSP 90-beta,DB02754,target,Humans,unknown,,10592235,P07900
BE0004494,Cation-dependent mannose-6-phosphate receptor,DB02754,target,Humans,unknown,,17139284,P08238
BE0000123,Estrogen receptor alpha,DB02755,target,Humans,unknown,,17139284,P20645
BE0000792,Estrogen receptor beta,DB02757,target,Humans,unknown,,17909483,P03372
BE0000465,Alcohol dehydrogenase 1C,DB02757,target,Humans,unknown,,17909483,Q92731
BE0003768,Group IIE secretory phospholipase A2,DB02757,target,Humans,unknown,,17139284,P00326
BE0001217,Aspartate aminotransferase,DB02758,target,Humans,unknown,,10592235,Q9NZK7
BE0001389,Aromatic-amino-acid aminotransferase,DB02758,target,Escherichia coli (strain K12),unknown,,17139284,P00509
BE0003751,Lysozyme C,DB02758,target,Paracoccus denitrificans,unknown,,17139284,P95468
BE0001511,Cysteine desulfurase,DB02759,target,Humans,unknown,,17139284,P61626
BE0001760,Thiosulfate sulfurtransferase GlpE,DB02761,target,Escherichia coli (strain K12),unknown,,17139284,P77444
BE0001799,Hydroxylamine reductase,DB02761,target,Shigella flexneri,unknown,,17139284,P0A6V7
BE0002377,3-mercaptopyruvate sulfurtransferase,DB02761,target,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),unknown,,17139284,Q01770
BE0002823,L-cysteine/cystine lyase C-DES,DB02761,target,Leishmania major,unknown,,,Q7K9G0
BE0002824,3-mercaptopyruvate sulfurtransferase,DB02761,target,Synechocystis sp. (strain PCC 6714),unknown,,,Q9ZHG9
BE0002825,Hydroxylamine reductase,DB02761,target,Escherichia coli (strain K12),unknown,,,P31142
BE0004455,Thiosulfate sulfurtransferase,DB02761,target,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303),unknown,,,P31101
BE0002826,Sulfurtransferase,DB02761,target,Humans,unknown,,10592235,Q16762
BE0000838,Proto-oncogene tyrosine-protein kinase Src,DB02761,target,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,,Q5SJI0
BE0000981,Interleukin-12 subunit beta,DB02762,target,Humans,unknown,,10592235,P12931
BE0001876,Protein ArsC,DB02763,target,Humans,unknown,,17139284,P29460
BE0001403,Thymidine kinase,DB02763,target,Staphylococcus aureus,unknown,,17139284,P0A006
BE0002024,Streptopain,DB02765,target,,unknown,,17139284,P03176
BE0004021,Protein TonB,DB02766,target,Streptococcus pyogenes,unknown,,17139284,P0C0J0
BE0004024,Lymphocyte antigen 96,DB02767,target,Escherichia coli (strain K12),unknown,,10592235,P02929
BE0002442,Toll-like receptor 4,DB02767,target,Humans,unknown,,10592235,Q9Y6Y9
BE0001326,Ferrichrome-iron receptor,DB02767,target,Humans,unknown,,10592235,O00206
BE0002050,Gag-Pol polyprotein,DB02767,target,Escherichia coli (strain K12),unknown,,17139284,P06971
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,DB02768,target,,unknown,,17139284,P03366
BE0000395,Taste receptor type 1 member 2,DB02770,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603
BE0001358,Beta-lactamase,DB02772,target,Humans,unknown,,20173092,Q8TE23
BE0003751,Lysozyme C,DB02772,target,Escherichia coli (strain K12),unknown,,17139284,P00811
BE0002101,"Actin, alpha skeletal muscle",DB02772,target,Humans,unknown,,17139284,P61626
BE0002829,Beta-glucosidase,DB02772,target,Humans,unknown,,17139284,P68133
BE0002830,Amylosucrase,DB02772,target,Streptomyces sp.,unknown,,,Q59976
BE0002718,Beta-lactamase,DB02772,target,Neisseria polysaccharea,unknown,,,Q9ZEU2
BE0002831,Beta-lactamase CTX-M,DB02772,target,Escherichia coli,unknown,,2211591,Q9L5C8
BE0002833,Copper transport protein ATOX1,DB02772,target,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),unknown,,,P71119
BE0004442,tRNA-splicing ligase RtcB homolog,DB02772,target,Humans,unknown,,,O00244
BE0002834,Orange carotenoid-binding protein,DB02772,target,Humans,unknown,,10592235,Q9Y3I0
BE0002835,Sucrose porin,DB02772,target,Arthrospira maxima,unknown,,,P83689
BE0002788,Levansucrase,DB02772,target,Salmonella typhimurium,unknown,,,P22340
BE0000017,Prostaglandin G/H synthase 1,DB02772,target,Bacillus subtilis (strain 168),unknown,,,P05655
BE0001234,Haloalkane dehalogenase,DB02773,target,Humans,unknown,,10592235,P23219
BE0003814,ADP-ribosylation factor 1,DB02774,target,Pseudomonas paucimobilis,unknown,,17139284,P51698
BE0001696,Lipase 1,DB02774,target,Humans,unknown,,17139284,P84077
BE0002837,Hydrolase,DB02776,target,Yeast,unknown,,17139284,P20261
BE0001194,"Fatty acid-binding protein, adipocyte",DB02776,target,Alicyclobacillus acidocaldarius,unknown,,,Q7SIG1
BE0002431,"Fructose-1,6-bisphosphatase 1",DB02776,carrier,Humans,unknown,,17139284,P15090
BE0001071,Tyrosine-protein phosphatase non-receptor type 11,DB02778,target,Humans,unknown,,17139284,P09467
BE0002838,Envelope glycoprotein gp160,DB02779,target,Humans,unknown,,17139284,Q06124
BE0001510,4-aminobutyrate aminotransferase GabT,DB02780,target,HIV-1,unknown,,,P12488
BE0000383,"Aspartate aminotransferase, mitochondrial",DB02783,target,Escherichia coli (strain K12),unknown,,17139284,P22256
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,DB02783,target,Humans,unknown,,17139284,P00505
BE0002050,Gag-Pol polyprotein,DB02784,target,Humans,unknown,,17139284,P18031
BE0001769,3-dehydroquinate dehydratase,DB02785,target,,unknown,,17139284,P03366
BE0002562,Capsule biosynthesis protein,DB02786,target,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),unknown,,17139284,P15474
BE0000956,Nuclear receptor subfamily 1 group I member 2,DB02787,target,Neisseria meningitidis,unknown,,,Q57265
BE0001264,Sulfotransferase family cytosolic 2B member 1,DB02789,target,Humans,unknown,,16054614,O75469
BE0002638,Cytochrome P450 3A4,DB02789,target,Humans,unknown,,17139284,O00204
BE0004710,Solute carrier family 10 member 6,DB02789,enzyme,Humans,no,substrate,18048490,P08684
BE0001901,UDP-glucose 4-epimerase,DB02789,transporter,Humans,unknown,,17491011,Q3KNW5
BE0002649,Phenazine biosynthesis protein PhzD,DB02790,target,Escherichia coli (strain K12),unknown,,17139284,P09147
BE0001476,Phosphoribosylglycinamide formyltransferase,DB02793,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,,Q7DC80
BE0003768,Group IIE secretory phospholipase A2,DB02794,target,Escherichia coli (strain K12),unknown,,17139284,P08179
BE0003997,Phospholipase A2,DB02795,target,Humans,unknown,,17139284,Q9NZK7
BE0000250,Purine nucleoside phosphorylase,DB02795,target,Humans,unknown,,17139284,P04054
BE0001358,Beta-lactamase,DB02796,target,Humans,unknown,,17139284,P00491
BE0001675,Ribose-phosphate pyrophosphokinase,DB02797,target,Escherichia coli (strain K12),unknown,,17139284,P00811
BE0002022,Phosphate-binding protein PstS,DB02798,target,Bacillus subtilis (strain 168),unknown,,17139284,P14193
BE0000331,"Serine hydroxymethyltransferase, cytosolic",DB02799,target,Escherichia coli (strain K12),unknown,,17139284,P0AG82
BE0001906,Probable 5-formyltetrahydrofolate cyclo-ligase,DB02800,target,Humans,unknown,,17139284,P34896
BE0001769,3-dehydroquinate dehydratase,DB02800,target,Mycoplasma pneumoniae (strain ATCC 29342 / M129),unknown,,17139284,P75430
BE0001857,3-dehydroquinate dehydratase,DB02801,target,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),unknown,,17139284,P15474
BE0001496,Cholera enterotoxin subunit B,DB02801,target,Mycobacterium tuberculosis,unknown,,17139284,P9WPX7
BE0000270,Renin,DB02802,target,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,17139284,P01556
BE0001342,Gag-Pol polyprotein,DB02803,target,Humans,unknown,,17139284,P00797
BE0003317,Ribonuclease pancreatic,DB02804,target,,unknown,,17139284,P12499
