id,target_name,category,organism,known_action,actions,pubmed_id,uniprot_id,datasource
BE0000123,Estrogen receptor alpha,target,Humans,unknown,,23524286,Q96EB6,drugbank
BE0000515,Melatonin receptor type 1A,target,Humans,unknown,,19496085,P03372,drugbank
BE0000327,Melatonin receptor type 1B,target,Humans,unknown,,20399199,P48039,drugbank
BE0005467,C-type lectin domain family 14 member A,target,Humans,unknown,,20399199,P49286,drugbank
BE0000956,Nuclear receptor subfamily 1 group I member 2,target,Humans,unknown,,20729295,Q86T13,drugbank
BE0003848,Nuclear receptor subfamily 1 group I member 3,target,Humans,unknown,,20869355,O75469,drugbank
BE0001057,"Solute carrier family 2, facilitated glucose transporter member 1",target,Humans,unknown,,20869355,Q14994,drugbank
BE0003074,Carbonyl reductase [NADPH] 1,target,Humans,unknown,,23615963,P11166,drugbank
BE0000071,Peroxisome proliferator-activated receptor alpha,target,Humans,unknown,inhibitor,24064738,P16152,drugbank
BE0000215,Peroxisome proliferator-activated receptor gamma,target,Humans,unknown,,24454499,Q07869,drugbank
BE0000428,RAC-alpha serine/threonine-protein kinase,target,Humans,unknown,,24454499,P37231,drugbank
BE0009095,Far upstream element-binding protein 2,target,Humans,unknown,inhibitor,24968355,P31749,drugbank
BE0000230,"Tyrosine--tRNA ligase, cytoplasmic",target,Humans,unknown,,25352548,Q92945,drugbank
BE0002433,Cytochrome P450 1A2,target,Humans,unknown,inhibitor,25533949,P54577,drugbank
BE0003543,Cytochrome P450 1A1,enzyme,Humans,no,substrate|inhibitor|inducer,15276085,P05177,drugbank
BE0001111,Cytochrome P450 1B1,enzyme,Humans,no,substrate|inhibitor,11714871,P04798,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,no,substrate|inhibitor,11714871,Q16678,drugbank
BE0002363,Cytochrome P450 2D6,enzyme,Humans,no,inhibitor,20716633,P08684,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,no,inhibitor,26391142,P10635,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,no,inhibitor,26391142,P20813,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,no,inhibitor,26391142,P33261,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,no,inhibitor,26391142,P10632,drugbank
BE0000337,Transthyretin,enzyme,Humans,unknown,inhibitor,26391142,P11712,drugbank
BE0000530,Serum albumin,carrier,Humans,unknown,,15809979,P02766,drugbank
BE0001084,Neutrophil gelatinase-associated lipocalin,carrier,Humans,unknown,,17597382,P02768,drugbank
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",target,Humans,unknown,,17139284,P80188,drugbank
BE0000747,Aldose reductase,target,Mycobacterium tuberculosis,unknown,,17139284,P9WHE9,drugbank
BE0001590,Glycine oxidase,target,Humans,unknown,inhibitor,11752352,P15121,drugbank
BE0003317,Ribonuclease pancreatic,target,Bacillus subtilis (strain 168),unknown,,17139284,O31616,drugbank
BE0000123,Estrogen receptor alpha,target,Humans,unknown,,17139284,P07998,drugbank
BE0000957,Eukaryotic translation initiation factor 4E,target,Humans,unknown,,17139284,P03372,drugbank
BE0002818,"Cellulose 1,4-beta-cellobiosidase",target,Humans,unknown,,17139284,P06730,drugbank
BE0000916,"Glycogen phosphorylase, muscle form",target,Clostridium thermocellum,unknown,,,Q59325,drugbank
BE0000916,"Glycogen phosphorylase, muscle form",target,Humans,unknown,,17139284,P11217,drugbank
BE0000465,Alcohol dehydrogenase 1C,target,Humans,unknown,,17139284,P11217,drugbank
BE0000400,Alcohol dehydrogenase 1B,target,Humans,unknown,,17139284,P00326,drugbank
BE0000227,Alcohol dehydrogenase 1A,target,Humans,unknown,,17139284,P00325,drugbank
BE0001873,Mycocyclosin synthase,target,Humans,unknown,,17139284,P07327,drugbank
BE0002819,Alpha-glucuronidase,target,Mycobacterium tuberculosis,unknown,,17139284,P9WPP7,drugbank
BE0000048,Prothrombin,target,Geobacillus stearothermophilus,unknown,,,Q8VVD2,drugbank
BE0001379,Iron(3+)-hydroxamate-binding protein FhuD,target,Humans,unknown,,17139284,P00734,drugbank
BE0001326,Ferrichrome-iron receptor,target,Escherichia coli (strain K12),unknown,,17139284,P07822,drugbank
BE0001519,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,target,Escherichia coli (strain K12),unknown,,17139284,P06971,drugbank
BE0001596,2-deoxyglucose-6-phosphate phosphatase,target,Escherichia coli (strain K12),unknown,,17139284,P12995,drugbank
BE0004460,Beta-enolase,target,Escherichia coli O157:H7,unknown,,17139284,Q7ADF8,drugbank
BE0000046,Pyruvate kinase PKLR,target,Humans,unknown,,17139284,P13929,drugbank
BE0001256,Triosephosphate isomerase,target,Humans,unknown,,17139284,P30613,drugbank
BE0001752,Glucosamine-6-phosphate deaminase 1,target,Plasmodium falciparum,unknown,,17139284,Q07412,drugbank
BE0001818,6-phosphofructokinase,target,Bacillus subtilis (strain 168),unknown,,17139284,O35000,drugbank
BE0003844,Triosephosphate isomerase,target,Geobacillus stearothermophilus,unknown,,17139284,P00512,drugbank
BE0000088,Pyruvate kinase PKM,target,Humans,unknown,,17139284,P60174,drugbank
BE0001877,Triosephosphate isomerase,target,Humans,unknown,,17139284,P14618,drugbank
BE0001905,Methylglyoxal synthase,target,Geobacillus stearothermophilus,unknown,,17139284,P00943,drugbank
BE0004550,Gamma-enolase,target,Shigella flexneri,unknown,,17139284,P0A733,drugbank
BE0001889,Triosephosphate isomerase,target,Humans,unknown,,17139284,P09104,drugbank
BE0002004,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",target,Vibrio marinus,unknown,,17139284,P50921,drugbank
BE0000067,"Nitric oxide synthase, brain",target,Escherichia coli (strain K12),unknown,,17139284,P0AB91,drugbank
BE0001855,Macrophage migration inhibitory factor,target,Humans,unknown,,17139284,P29475,drugbank
BE0001594,Gag-Pol polyprotein,target,Humans,unknown,,17139284,P14174,drugbank
BE0004457,Alpha-amylase 2B,target,,unknown,,17139284,P04585,drugbank
BE0002256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",target,Humans,unknown,,17139284,P19961,drugbank
BE0004060,Multi-sensor signal transduction histidine kinase,target,Humans,unknown,,10592235,P55809,drugbank
BE0004323,SRSF protein kinase 2,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,10592235,Q9X180,drugbank
BE0001072,Cyclin-dependent kinase 2,target,Humans,unknown,,10592235,P78362,drugbank
BE0001827,Cell division control protein 2 homolog,target,Humans,unknown,,17139284,P24941,drugbank
BE0002216,Cyclin-dependent kinase 4,target,Plasmodium falciparum (isolate K1 / Thailand),unknown,,17139284,Q07785,drugbank
BE0000923,Mitogen-activated protein kinase 1,target,Humans,unknown,,11752352,P11802,drugbank
BE0001062,Mitogen-activated protein kinase 3,target,Humans,unknown,inhibitor,11752352,P28482,drugbank
BE0002671,AlgQ1,target,Humans,unknown,inhibitor,11752352,P27361,drugbank
BE0002672,AlgQ2,target,Sphingomonas sp.,unknown,,,Q9KWT6,drugbank
BE0001197,Steryl-sulfatase,target,Sphingomonas sp.,unknown,,,Q9KWT5,drugbank
BE0001443,Aliphatic amidase expression-regulating protein,target,Humans,unknown,,17139284,P08842,drugbank
BE0002822,Diadenosine hexaphosphate hydrolase,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P27017,drugbank
BE0003777,Beta-2-microglobulin,target,Thermus thermophilus,unknown,,,Q75UV1,drugbank
BE0003778,T-cell receptor alpha chain C region,target,Humans,unknown,,10592235,P61769,drugbank
BE0003779,T-cell receptor beta-1 chain C region,target,Humans,unknown,,10592235,P01848,drugbank
BE0003482,"HLA class I histocompatibility antigen, A-2 alpha chain",target,Humans,unknown,,10592235,P01850,drugbank
BE0001389,Aromatic-amino-acid aminotransferase,target,Humans,unknown,,10592235,P04439,drugbank
BE0000144,Retinoic acid receptor gamma,target,Paracoccus denitrificans,unknown,,17139284,P95468,drugbank
BE0003505,Alpha-mannosidase 2,target,Humans,unknown,,17139284,P13631,drugbank
BE0001414,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",target,Humans,unknown,,17139284,Q16706,drugbank
BE0001789,"Mannosyl-oligosaccharide alpha-1,2-mannosidase",target,Humans,unknown,,17139284,Q9UKM7,drugbank
BE0002730,"Arabinogalactan endo-1,4-beta-galactosidase",target,Penicillium citrinum,unknown,,17139284,P31723,drugbank
BE0001739,Trypsin-1,target,Bacillus licheniformis (strain DSM 13 / ATCC 14580),unknown,,,Q65CX5,drugbank
BE0004434,U6 snRNA-associated Sm-like protein LSm6,target,Humans,unknown,,17139284,P07477,drugbank
BE0002061,Nucleoside-specific channel-forming protein tsx,target,Humans,unknown,,17139284,P62312,drugbank
BE0001204,Equilibrative nucleoside transporter 1,target,Escherichia coli (strain K12),unknown,,17139284,P0A927,drugbank
BE0000123,Estrogen receptor alpha,transporter,Humans,unknown,,16818276,Q99808,drugbank
BE0000557,Progesterone receptor,target,Humans,unknown,,14579009,P03372,drugbank
BE0000792,Estrogen receptor beta,target,Humans,unknown,,14579009,P06401,drugbank
BE0000071,Peroxisome proliferator-activated receptor alpha,target,Humans,unknown,,15840436,Q92731,drugbank
BE0001007,Peroxisome proliferator-activated receptor delta,target,Humans,unknown,,23843199,Q07869,drugbank
BE0000215,Peroxisome proliferator-activated receptor gamma,target,Humans,unknown,,23843199,Q03181,drugbank
BE0000412,Retinoic acid receptor RXR-alpha,target,Humans,unknown,,23843199,P37231,drugbank
BE0000078,Retinoic acid receptor RXR-beta,target,Humans,unknown,,23843199,P19793,drugbank
BE0000707,Retinoic acid receptor RXR-gamma,target,Humans,unknown,,23843199,P28702,drugbank
BE0001336,Nicotinate-nucleotide pyrophosphorylase [carboxylating],target,Humans,unknown,,23843199,P48443,drugbank
BE0001042,Solute carrier organic anion transporter family member 2B1,target,Mycobacterium tuberculosis,unknown,,17139284,P9WJJ7,drugbank
BE0001914,Fumarate hydratase class II,transporter,Humans,unknown,inhibitor,12724351,O94956,drugbank
BE0004053,Elongation factor Tu GTP-binding domain-containing protein 1,target,Escherichia coli (strain K12),unknown,,17139284,P05042,drugbank
BE0000222,Large neutral amino acids transporter small subunit 1,target,Humans,unknown,,10592235,Q7Z2Z2,drugbank
BE0000789,Large neutral amino acids transporter small subunit 2,transporter,Humans,unknown,,12117417,Q01650,drugbank
BE0000567,Guanidinoacetate N-methyltransferase,transporter,Humans,unknown,,12117417,Q9UHI5,drugbank
BE0001438,Thymidylate synthase,target,Humans,unknown,,17139284,Q14353,drugbank
BE0002706,Nucleoside deoxyribosyltransferase-I,target,Escherichia coli (strain K12),unknown,,17139284,P0A884,drugbank
BE0001120,Heat shock protein HSP 90-alpha,target,Lactobacillus helveticus,unknown,,,Q8RLY5,drugbank
BE0001898,Heat shock protein HSP 90-beta,target,Humans,unknown,,10592235,P07900,drugbank
BE0004494,Cation-dependent mannose-6-phosphate receptor,target,Humans,unknown,,17139284,P08238,drugbank
BE0000123,Estrogen receptor alpha,target,Humans,unknown,,17139284,P20645,drugbank
BE0000792,Estrogen receptor beta,target,Humans,unknown,,17909483,P03372,drugbank
BE0000465,Alcohol dehydrogenase 1C,target,Humans,unknown,,17909483,Q92731,drugbank
BE0003768,Group IIE secretory phospholipase A2,target,Humans,unknown,,17139284,P00326,drugbank
BE0001217,Aspartate aminotransferase,target,Humans,unknown,,10592235,Q9NZK7,drugbank
BE0001389,Aromatic-amino-acid aminotransferase,target,Escherichia coli (strain K12),unknown,,17139284,P00509,drugbank
BE0003751,Lysozyme C,target,Paracoccus denitrificans,unknown,,17139284,P95468,drugbank
BE0001511,Cysteine desulfurase,target,Humans,unknown,,17139284,P61626,drugbank
BE0001760,Thiosulfate sulfurtransferase GlpE,target,Escherichia coli (strain K12),unknown,,17139284,P77444,drugbank
BE0001799,Hydroxylamine reductase,target,Shigella flexneri,unknown,,17139284,P0A6V7,drugbank
BE0002377,3-mercaptopyruvate sulfurtransferase,target,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),unknown,,17139284,Q01770,drugbank
BE0002823,L-cysteine/cystine lyase C-DES,target,Leishmania major,unknown,,,Q7K9G0,drugbank
BE0002824,3-mercaptopyruvate sulfurtransferase,target,Synechocystis sp. (strain PCC 6714),unknown,,,Q9ZHG9,drugbank
BE0002825,Hydroxylamine reductase,target,Escherichia coli (strain K12),unknown,,,P31142,drugbank
BE0004455,Thiosulfate sulfurtransferase,target,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303),unknown,,,P31101,drugbank
BE0002826,Sulfurtransferase,target,Humans,unknown,,10592235,Q16762,drugbank
BE0000838,Proto-oncogene tyrosine-protein kinase Src,target,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,,Q5SJI0,drugbank
BE0000981,Interleukin-12 subunit beta,target,Humans,unknown,,10592235,P12931,drugbank
BE0001876,Protein ArsC,target,Humans,unknown,,17139284,P29460,drugbank
BE0001403,Thymidine kinase,target,Staphylococcus aureus,unknown,,17139284,P0A006,drugbank
BE0002024,Streptopain,target,,unknown,,17139284,P03176,drugbank
BE0004021,Protein TonB,target,Streptococcus pyogenes,unknown,,17139284,P0C0J0,drugbank
BE0004024,Lymphocyte antigen 96,target,Escherichia coli (strain K12),unknown,,10592235,P02929,drugbank
BE0002442,Toll-like receptor 4,target,Humans,unknown,,10592235,Q9Y6Y9,drugbank
BE0001326,Ferrichrome-iron receptor,target,Humans,unknown,,10592235,O00206,drugbank
BE0002050,Gag-Pol polyprotein,target,Escherichia coli (strain K12),unknown,,17139284,P06971,drugbank
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,target,,unknown,,17139284,P03366,drugbank
BE0000395,Taste receptor type 1 member 2,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603,drugbank
BE0001358,Beta-lactamase,target,Humans,unknown,,20173092,Q8TE23,drugbank
BE0003751,Lysozyme C,target,Escherichia coli (strain K12),unknown,,17139284,P00811,drugbank
BE0002101,"Actin, alpha skeletal muscle",target,Humans,unknown,,17139284,P61626,drugbank
BE0002829,Beta-glucosidase,target,Humans,unknown,,17139284,P68133,drugbank
BE0002830,Amylosucrase,target,Streptomyces sp.,unknown,,,Q59976,drugbank
BE0002718,Beta-lactamase,target,Neisseria polysaccharea,unknown,,,Q9ZEU2,drugbank
BE0002831,Beta-lactamase CTX-M,target,Escherichia coli,unknown,,2211591,Q9L5C8,drugbank
BE0002833,Copper transport protein ATOX1,target,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis),unknown,,,P71119,drugbank
BE0004442,tRNA-splicing ligase RtcB homolog,target,Humans,unknown,,,O00244,drugbank
BE0002834,Orange carotenoid-binding protein,target,Humans,unknown,,10592235,Q9Y3I0,drugbank
BE0002835,Sucrose porin,target,Arthrospira maxima,unknown,,,P83689,drugbank
BE0002788,Levansucrase,target,Salmonella typhimurium,unknown,,,P22340,drugbank
BE0000017,Prostaglandin G/H synthase 1,target,Bacillus subtilis (strain 168),unknown,,,P05655,drugbank
BE0001234,Haloalkane dehalogenase,target,Humans,unknown,,10592235,P23219,drugbank
BE0003814,ADP-ribosylation factor 1,target,Pseudomonas paucimobilis,unknown,,17139284,P51698,drugbank
BE0001696,Lipase 1,target,Humans,unknown,,17139284,P84077,drugbank
BE0002837,Hydrolase,target,Yeast,unknown,,17139284,P20261,drugbank
BE0001194,"Fatty acid-binding protein, adipocyte",target,Alicyclobacillus acidocaldarius,unknown,,,Q7SIG1,drugbank
BE0002431,"Fructose-1,6-bisphosphatase 1",carrier,Humans,unknown,,17139284,P15090,drugbank
BE0001071,Tyrosine-protein phosphatase non-receptor type 11,target,Humans,unknown,,17139284,P09467,drugbank
BE0002838,Envelope glycoprotein gp160,target,Humans,unknown,,17139284,Q06124,drugbank
BE0001510,4-aminobutyrate aminotransferase GabT,target,HIV-1,unknown,,,P12488,drugbank
BE0000383,"Aspartate aminotransferase, mitochondrial",target,Escherichia coli (strain K12),unknown,,17139284,P22256,drugbank
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,target,Humans,unknown,,17139284,P00505,drugbank
BE0002050,Gag-Pol polyprotein,target,Humans,unknown,,17139284,P18031,drugbank
BE0001769,3-dehydroquinate dehydratase,target,,unknown,,17139284,P03366,drugbank
BE0002562,Capsule biosynthesis protein,target,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),unknown,,17139284,P15474,drugbank
BE0000956,Nuclear receptor subfamily 1 group I member 2,target,Neisseria meningitidis,unknown,,,Q57265,drugbank
BE0001264,Sulfotransferase family cytosolic 2B member 1,target,Humans,unknown,,16054614,O75469,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,,17139284,O00204,drugbank
BE0004710,Solute carrier family 10 member 6,enzyme,Humans,no,substrate,18048490,P08684,drugbank
BE0001901,UDP-glucose 4-epimerase,transporter,Humans,unknown,,17491011,Q3KNW5,drugbank
BE0002649,Phenazine biosynthesis protein PhzD,target,Escherichia coli (strain K12),unknown,,17139284,P09147,drugbank
BE0001476,Phosphoribosylglycinamide formyltransferase,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,,Q7DC80,drugbank
BE0003768,Group IIE secretory phospholipase A2,target,Escherichia coli (strain K12),unknown,,17139284,P08179,drugbank
BE0003997,Phospholipase A2,target,Humans,unknown,,17139284,Q9NZK7,drugbank
BE0000250,Purine nucleoside phosphorylase,target,Humans,unknown,,17139284,P04054,drugbank
BE0001358,Beta-lactamase,target,Humans,unknown,,17139284,P00491,drugbank
BE0001675,Ribose-phosphate pyrophosphokinase,target,Escherichia coli (strain K12),unknown,,17139284,P00811,drugbank
BE0002022,Phosphate-binding protein PstS,target,Bacillus subtilis (strain 168),unknown,,17139284,P14193,drugbank
BE0000331,"Serine hydroxymethyltransferase, cytosolic",target,Escherichia coli (strain K12),unknown,,17139284,P0AG82,drugbank
BE0001906,Probable 5-formyltetrahydrofolate cyclo-ligase,target,Humans,unknown,,17139284,P34896,drugbank
BE0001769,3-dehydroquinate dehydratase,target,Mycoplasma pneumoniae (strain ATCC 29342 / M129),unknown,,17139284,P75430,drugbank
BE0001857,3-dehydroquinate dehydratase,target,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),unknown,,17139284,P15474,drugbank
BE0001496,Cholera enterotoxin subunit B,target,Mycobacterium tuberculosis,unknown,,17139284,P9WPX7,drugbank
BE0000270,Renin,target,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,17139284,P01556,drugbank
BE0001342,Gag-Pol polyprotein,target,Humans,unknown,,17139284,P00797,drugbank
BE0003317,Ribonuclease pancreatic,target,,unknown,,17139284,P12499,drugbank
BE0001614,Dihydrofolate reductase,target,Humans,unknown,,17139284,P07998,drugbank
BE0001486,Peptide deformylase,target,Lactobacillus casei,unknown,,17139284,P00381,drugbank
BE0001688,Diacylglycerol acyltransferase/mycolyltransferase Ag85C,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,Q9I7A8,drugbank
BE0002180,Cholinesterase,target,Mycobacterium tuberculosis,unknown,,17139284,P9WQN9,drugbank
BE0001739,Trypsin-1,target,Humans,unknown,,,P06276,drugbank
BE0001153,Beta-hexosaminidase subunit beta,target,Humans,unknown,inhibitor,12930148,P07477,drugbank
BE0001584,Chitinase B,target,Humans,unknown,,17139284,P07686,drugbank
BE0001430,Beta-lactamase,target,Serratia marcescens,unknown,,17139284,P11797,drugbank
BE0001246,Camphor 5-monooxygenase,target,Enterobacter cloacae,unknown,,17139284,P05364,drugbank
BE0000829,Glutamate receptor 2,target,Pseudomonas putida,unknown,,17139284,P00183,drugbank
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,target,Humans,unknown,,17139284,P42262,drugbank
BE0000317,3-hydroxyacyl-CoA dehydrogenase type-2,target,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,17139284,Q05603,drugbank
BE0000424,"Ornithine aminotransferase, mitochondrial",target,Humans,unknown,,17139284,Q99714,drugbank
BE0000465,Alcohol dehydrogenase 1C,target,Humans,unknown,inhibitor,17139284,P04181,drugbank
BE0001896,Alkaline phosphatase,target,Humans,unknown,,17139284,P00326,drugbank
BE0000331,"Serine hydroxymethyltransferase, cytosolic",target,Escherichia coli (strain K12),unknown,,17139284,P00634,drugbank
BE0000404,Ornithine decarboxylase,target,Humans,unknown,,17139284,P34896,drugbank
BE0001838,Serine hydroxymethyltransferase,target,Humans,unknown,,17139284,P11926,drugbank
BE0002839,L-allo-threonine aldolase,target,Shigella flexneri,unknown,,17139284,P0A827,drugbank
BE0000426,Acetylcholinesterase,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,,Q9X266,drugbank
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,target,Humans,unknown,,17139284,P22303,drugbank
BE0001285,Delta-aminolevulinic acid dehydratase,target,Humans,unknown,,17139284,P18031,drugbank
BE0001468,Neuraminidase,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,Q59643,drugbank
BE0002214,Adenosine deaminase,target,Influenza A virus (strain A/Tokyo/3/1967 H2N2),unknown,,17139284,P06820,drugbank
BE0000869,L-xylulose reductase,target,Humans,unknown,,10592235,P00813,drugbank
BE0002022,Phosphate-binding protein PstS,target,Humans,unknown,,17139284,Q7Z4W1,drugbank
BE0001900,Sulfite reductase [NADPH] hemoprotein beta-component,target,Escherichia coli (strain K12),unknown,,17139284,P0AG82,drugbank
BE0003734,Cyclin-A2,target,Escherichia coli (strain K12),unknown,,17139284,P17846,drugbank
BE0001072,Cyclin-dependent kinase 2,target,Humans,unknown,,10592235,P20248,drugbank
BE0000747,Aldose reductase,target,Humans,unknown,,17139284,P24941,drugbank
BE0001357,Beta-phosphoglucomutase,target,Humans,unknown,,17139284,P15121,drugbank
BE0004461,Phosphoglucomutase-1,target,Lactococcus lactis subsp. lactis (strain IL1403),unknown,,17139284,P71447,drugbank
BE0001441,Adenylosuccinate synthetase,target,Humans,unknown,,17139284,P36871,drugbank
BE0001706,Bifunctional (p)ppGpp synthase/hydrolase RelA,target,Escherichia coli (strain K12),unknown,,17139284,P0A7D4,drugbank
BE0004482,Mannose-binding protein C,target,Streptococcus dysgalactiae subsp. equisimilis,unknown,,17139284,Q54089,drugbank
BE0004141,D-amino-acid oxidase,target,Humans,unknown,,17139284,P11226,drugbank
BE0001543,p-hydroxybenzoate hydroxylase,target,Humans,unknown,,17139284,P14920,drugbank
BE0001523,p-hydroxybenzoate hydroxylase,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P20586,drugbank
BE0001120,Heat shock protein HSP 90-alpha,target,Pseudomonas fluorescens,unknown,,17139284,P00438,drugbank
BE0003894,Beta-lactamase TEM,target,Humans,unknown,,17139284,P07900,drugbank
BE0001568,Beta-lactamase TEM,target,Escherichia coli,unknown,,10592235,P62593,drugbank
BE0002718,Beta-lactamase,target,Salmonella typhi,unknown,,17139284,P62594,drugbank
BE0004796,DNA,target,Escherichia coli,unknown,,10592235,Q9L5C8,drugbank
BE0000916,"Glycogen phosphorylase, muscle form",target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P26276,drugbank
BE0001698,Maltodextrin phosphorylase,target,Humans,unknown,,17139284,P11217,drugbank
BE0001703,Glucose-1-phosphatase,target,Escherichia coli (strain K12),unknown,,17139284,P00490,drugbank
BE0002493,Glucose-1-phosphate thymidylyltransferase,target,Escherichia coli (strain K12),unknown,,17139284,P19926,drugbank
BE0001674,Spermidine synthase,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,,Q9HU22,drugbank
BE0002180,Cholinesterase,target,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,17139284,Q9WZC2,drugbank
BE0000426,Acetylcholinesterase,target,Humans,unknown,,,P06276,drugbank
BE0001897,Esterase,target,Humans,unknown,,17139284,P22303,drugbank
BE0002180,Cholinesterase,target,Streptomyces scabies,unknown,,17139284,P22266,drugbank
BE0004149,Annexin A5,enzyme,Humans,unknown,inhibitor,3726876,P06276,drugbank
BE0002431,"Fructose-1,6-bisphosphatase 1",target,Humans,unknown,,17139284,P08758,drugbank
BE0001506,"2,2-dialkylglycine decarboxylase",target,Humans,unknown,,10592235,P09467,drugbank
BE0000455,4-hydroxyphenylpyruvate dioxygenase,target,Pseudomonas cepacia ,unknown,,17139284,P16932,drugbank
BE0001246,Camphor 5-monooxygenase,target,Humans,unknown,,17139284,P32754,drugbank
BE0000826,"Glutamate receptor ionotropic, kainate 2",target,Pseudomonas putida,unknown,,17139284,P00183,drugbank
BE0000536,Proton-coupled amino acid transporter 1,target,Humans,unknown,,17139284,Q13002,drugbank
BE0003805,Ig gamma-2 chain C region,transporter,Humans,unknown,,14718599,Q7Z2H8,drugbank
BE0000886,Bile salt sulfotransferase,target,Humans,unknown,,10592235,P01859,drugbank
BE0001679,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,target,Humans,unknown,,17139284,Q06520,drugbank
BE0002840,Estradiol 17-beta-dehydrogenase 11,target,Mycobacterium tuberculosis,unknown,,17139284,P9WGT1,drugbank
BE0000939,Cathepsin B,target,Humans,unknown,,10592235,Q8NBQ5,drugbank
BE0001772,Shiga-like toxin 1 subunit B,target,Humans,unknown,,10592235,P07858,drugbank
BE0001360,DNA polymerase,target,Bacteriophage H30,unknown,,17139284,P69178,drugbank
BE0000250,Purine nucleoside phosphorylase,target,Enterobacteria phage RB69,unknown,,17139284,Q38087,drugbank
BE0002841,Purine nucleoside phosphorylase,target,Humans,unknown,,17139284,P00491,drugbank
BE0001358,Beta-lactamase,target,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,,Q5SID9,drugbank
BE0000702,Acetyl-CoA carboxylase 2,target,Escherichia coli (strain K12),unknown,,17139284,P00811,drugbank
BE0001447,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,target,Humans,unknown,,17139284,O00763,drugbank
BE0000322,Carbonic anhydrase 2,target,Humans,unknown,,17139284,P36873,drugbank
BE0001326,Ferrichrome-iron receptor,target,Humans,unknown,,17139284,P00918,drugbank
BE0000322,Carbonic anhydrase 2,target,Escherichia coli (strain K12),unknown,,17139284,P06971,drugbank
BE0001369,Phosphomannomutase/phosphoglucomutase,target,Humans,unknown,,17139284,P00918,drugbank
BE0000418,Calmodulin,target,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,17139284,P26276,drugbank
BE0003417,Cathepsin K,target,Humans,unknown,,17139284,P0DP23,drugbank
BE0001909,Cathepsin L2,target,Humans,unknown,,10592235,P43235,drugbank
BE0001248,Lysozyme,target,Humans,unknown,,17139284,O60911,drugbank
BE0000465,Alcohol dehydrogenase 1C,target,Enterobacteria phage T4,unknown,,17139284,P00720,drugbank
BE0001003,E3 ubiquitin-protein ligase Mdm2,target,Humans,unknown,,10592235,P00326,drugbank
BE0001019,Mitogen-activated protein kinase 14,target,Humans,unknown,,17139284,Q00987,drugbank
BE0001739,Trypsin-1,target,Humans,unknown,,17139284,Q16539,drugbank
BE0001430,Beta-lactamase,target,Humans,unknown,,10592235,P07477,drugbank
