id,pathway_name,pathway_category,datasource
SMP0000693,Antrafenine Action Pathway,drug_action,drugbank
SMP0000714,Paromomycin Action Pathway,drug_action,drugbank
SMP0000678,Methadyl Acetate Action Pathway,drug_action,drugbank
SMP0000692,Antipyrine Action Pathway,drug_action,drugbank
SMP0000679,3-Methylthiofentanyl Action Pathway,drug_action,drugbank
SMP0000680,Dimethylthiambutene Action Pathway,drug_action,drugbank
SMP0000407,Heroin Action Pathway,drug_action,drugbank
SMP0000623,Heroin Metabolism Pathway,drug_metabolism,drugbank
SMP0000681,Ethylmorphine Action Pathway,drug_action,drugbank
SMP0000414,Carfentanil Action Pathway,drug_action,drugbank
SMP0000356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,drugbank
SMP0030406,Androstenedione Metabolism,metabolic,drugbank
SMP0000068,Androgen and Estrogen Metabolism,metabolic,drugbank
SMP0000565,Aromatase Deficiency,disease,drugbank
SMP0030406,Androstenedione Metabolism,metabolic,drugbank
SMP0000689,Dihydromorphine Action Pathway,drug_action,drugbank
SMP0000304,Oxprenolol Action Pathway,drug_action,drugbank
SMP0000010,Nucleotide Sugars Metabolism,metabolic,drugbank
SMP0000013,Cysteine Metabolism,metabolic,drugbank
SMP0000030,Oxidation of Branched-Chain Fatty Acids,metabolic,drugbank
SMP0000063,Tryptophan Metabolism,metabolic,drugbank
SMP0000099,Lovastatin Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,drugbank
SMP0000206,Phenylketonuria,disease,drugbank
SMP0000209,Hypercholesterolemia,disease,drugbank
SMP0000316,Zellweger Syndrome,disease,drugbank
SMP0000336,Vitamin A Deficiency,disease,drugbank
SMP0000342,Hereditary Coproporphyria (HCP),disease,drugbank
SMP0000345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,drugbank
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,drugbank
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,drugbank
SMP0000496,Galactosemia III,disease,drugbank
SMP0000510,Mevalonic Aciduria,disease,drugbank
SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,drugbank
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,drugbank
SMP0000722,"Cystinosis, Ocular Nonnephropathic",disease,drugbank
SMP0002295,The Oncogenic Action of Fumarate,disease,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000011,Inositol Metabolism,metabolic,drugbank
SMP0000012,Catecholamine Biosynthesis,metabolic,drugbank
SMP0000021,Taurine and Hypotaurine Metabolism,metabolic,drugbank
SMP0000024,Porphyrin Metabolism,metabolic,drugbank
SMP0000031,Pentose Phosphate Pathway,metabolic,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000005,Pterine Biosynthesis,metabolic,drugbank
SMP0000007,beta-Alanine Metabolism,metabolic,drugbank
SMP0000017,Vitamin B6 Metabolism,metabolic,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000067,Aspartate Metabolism,metabolic,drugbank
SMP0000074,Retinol Metabolism,metabolic,drugbank
SMP0000077,Piroxicam Action Pathway,drug_action,drugbank
SMP0000087,Rofecoxib Action Pathway,drug_action,drugbank
SMP0000093,Diclofenac Action Pathway,drug_action,drugbank
SMP0000094,Sulindac Action Pathway,drug_action,drugbank
SMP0000114,Nabumetone Action Pathway,drug_action,drugbank
SMP0000116,Valdecoxib Action Pathway,drug_action,drugbank
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000145,Benazepril Action Pathway,drug_action,drugbank
SMP0000153,Quinapril Action Pathway,drug_action,drugbank
SMP0000154,Ramipril Action Pathway,drug_action,drugbank
SMP0000155,Rescinnamine Action Pathway,drug_action,drugbank
SMP0000159,Eprosartan Action Pathway,drug_action,drugbank
SMP0000161,Irbesartan Action Pathway,drug_action,drugbank
SMP0000162,Losartan Action Pathway,drug_action,drugbank
SMP0000165,Valsartan Action Pathway,drug_action,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000175,Canavan Disease,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000182,Galactosemia,disease,drugbank
SMP0000183,gamma-Glutamyltransferase Deficiency,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000705,Tiaprofenic Acid Action Pathway,drug_action,drugbank
SMP0061190,Phenindamine H1-Antihistamine Action,drug_action,drugbank
SMP0056662,Pheniramine H1-Antihistamine Action,drug_action,drugbank
SMP0000728,Lincomycin Action Pathway,drug_action,drugbank
SMP0000695,Etoricoxib Action Pathway,drug_action,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000385,Homocarnosinosis,disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000031,Pentose Phosphate Pathway,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000072,Glutamate Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000519,Ribose-5-phosphate Isomerase Deficiency,disease,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,drugbank
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000182,Galactosemia,disease,drugbank
SMP0000064,Fructose and Mannose Degradation,metabolic,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000561,Fructosuria,disease,drugbank
SMP0000725,"Fructose Intolerance, Hereditary",disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000218,Tyrosinemia Type I,disease,drugbank
SMP0000429,Disulfiram Action Pathway,drug_action,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0000128,Gluconeogenesis,metabolic,drugbank
SMP0000574,"Glycogenosis, Type IC",disease,drugbank
SMP0000581,"Glycogenosis, Type IA. Von Gierke Disease",disease,drugbank
SMP0000040,Glycolysis,metabolic,drugbank
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,drugbank
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,drugbank
SMP0000573,"Glycogenosis, Type IB",disease,drugbank
SMP0000374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,drugbank
SMP0000562,"Fructose-1,6-diphosphatase Deficiency",disease,drugbank
SMP0000563,Triosephosphate Isomerase,disease,drugbank
SMP0000572,Fanconi-Bickel Syndrome,disease,drugbank
SMP0000654,Warburg Effect,metabolic,drugbank
SMP0000011,Inositol Metabolism,metabolic,drugbank
SMP0000462,Inositol Phosphate Metabolism,metabolic,drugbank
SMP0000716,Thyroid Hormone Synthesis,metabolic,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000073,Butyrate Metabolism,metabolic,drugbank
SMP0000137,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,disease,drugbank
SMP0000139,3-Methylglutaconic Aciduria Type I,disease,drugbank
SMP0000173,beta-Ketothiolase Deficiency,disease,drugbank
SMP0000218,Tyrosinemia Type I,disease,drugbank
SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,drugbank
SMP0000429,Disulfiram Action Pathway,drug_action,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000524,Isovaleric Acidemia,disease,drugbank
SMP0000008,Phenylalanine and Tyrosine Metabolism,metabolic,drugbank
SMP0000071,Ketone Body Metabolism,metabolic,drugbank
SMP0000138,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,disease,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000200,Methylmalonic Aciduria,disease,drugbank
SMP0000369,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),disease,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000523,Isobutyryl-CoA Dehydrogenase Deficiency,disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,drugbank
SMP0000140,3-Methylglutaconic Aciduria Type III,disease,drugbank
SMP0000141,3-Methylglutaconic Aciduria Type IV,disease,drugbank
SMP0000199,Maple Syrup Urine Disease,disease,drugbank
SMP0000206,Phenylketonuria,disease,drugbank
SMP0000236,Propionic Acidemia,disease,drugbank
SMP0000237,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,disease,drugbank
SMP0000238,Isovaleric Aciduria,disease,drugbank
SMP0000384,Methylmalonate Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000493,"Carnosinuria, Carnosinemia",disease,drugbank
SMP0000007,beta-Alanine Metabolism,metabolic,drugbank
SMP0000027,Pantothenate and CoA Biosynthesis,metabolic,drugbank
SMP0000351,GABA-Transaminase Deficiency,disease,drugbank
SMP0000492,Ureidopropionase Deficiency,disease,drugbank
SMP0000099,Lovastatin Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000209,Hypercholesterolemia,disease,drugbank
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,drugbank
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,drugbank
SMP0000510,Mevalonic Aciduria,disease,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000089,Pravastatin Action Pathway,drug_action,drugbank
SMP0000092,Rosuvastatin Action Pathway,drug_action,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000117,Pamidronate Action Pathway,drug_action,drugbank
SMP0000119,Fluvastatin Action Pathway,drug_action,drugbank
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,drugbank
SMP0000508,Cholesteryl Ester Storage Disease,disease,drugbank
SMP0000023,Steroid Biosynthesis,metabolic,drugbank
SMP0000079,Ibandronate Action Pathway,drug_action,drugbank
SMP0000095,Alendronate Action Pathway,drug_action,drugbank
SMP0000112,Risedronate Action Pathway,drug_action,drugbank
SMP0000131,Atorvastatin Action Pathway,drug_action,drugbank
SMP0000386,Desmosterolosis,disease,drugbank
SMP0000387,CHILD Syndrome,disease,drugbank
SMP0000509,Hyper-IgD Syndrome,disease,drugbank
SMP0000511,Wolman Disease,disease,drugbank
SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,drugbank
SMP0000063,Tryptophan Metabolism,metabolic,drugbank
SMP0000374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,drugbank
SMP0000562,"Fructose-1,6-diphosphatase Deficiency",disease,drugbank
SMP0000563,Triosephosphate Isomerase,disease,drugbank
SMP0000572,Fanconi-Bickel Syndrome,disease,drugbank
SMP0000654,Warburg Effect,metabolic,drugbank
SMP0000040,Glycolysis,metabolic,drugbank
SMP0000045,Amino Sugar Metabolism,metabolic,drugbank
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,drugbank
SMP0000534,"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease",disease,drugbank
SMP0000559,Pyruvate Kinase Deficiency,disease,drugbank
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,drugbank
SMP0000573,"Glycogenosis, Type IB",disease,drugbank
SMP0000060,Pyruvate Metabolism,metabolic,drugbank
SMP0000128,Gluconeogenesis,metabolic,drugbank
SMP0000196,Leigh Syndrome,disease,drugbank
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,drugbank
SMP0000216,Sialuria or French Type Sialuria,disease,drugbank
SMP0000217,Sialuria or French Type Sialuria,disease,drugbank
SMP0000240,Salla Disease/Infantile Sialic Acid Storage Disease,disease,drugbank
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,drugbank
SMP0000390,Tay-Sachs Disease,disease,drugbank
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,drugbank
SMP0000574,"Glycogenosis, Type IC",disease,drugbank
SMP0000581,"Glycogenosis, Type IA. Von Gierke Disease",disease,drugbank
SMP0000464,Vitamin K Metabolism,metabolic,drugbank
SMP0000627,Citalopram Metabolism Pathway,drug_metabolism,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000218,Tyrosinemia Type I,disease,drugbank
SMP0000424,Citalopram Action Pathway,drug_action,drugbank
SMP0000429,Disulfiram Action Pathway,drug_action,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0000559,Pyruvate Kinase Deficiency,disease,drugbank
SMP0000060,Pyruvate Metabolism,metabolic,drugbank
SMP0000196,Leigh Syndrome,disease,drugbank
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,drugbank
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,drugbank
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,drugbank
SMP0000493,"Carnosinuria, Carnosinemia",disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000007,beta-Alanine Metabolism,metabolic,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000351,GABA-Transaminase Deficiency,disease,drugbank
SMP0000492,Ureidopropionase Deficiency,disease,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000058,Starch and Sucrose Metabolism,metabolic,drugbank
SMP0000348,Globoid Cell Leukodystrophy,disease,drugbank
SMP0000444,Lactose Synthesis,metabolic,drugbank
SMP0000552,Glycogen Synthetase Deficiency,disease,drugbank
SMP0000553,"Glycogenosis, Type III. Cori Disease, Debrancher Glycogenosis",disease,drugbank
SMP0000182,Galactosemia,disease,drugbank
SMP0000347,Metachromatic Leukodystrophy (MLD),disease,drugbank
SMP0000495,Galactosemia II (GALK),disease,drugbank
SMP0000556,Mucopolysaccharidosis VI. Sly Syndrome,disease,drugbank
SMP0000557,Sucrase-Isomaltase Deficiency,disease,drugbank
SMP0000580,GLUT-1 Deficiency Syndrome,disease,drugbank
SMP0000010,Nucleotide Sugars Metabolism,metabolic,drugbank
SMP0000034,Sphingolipid Metabolism,metabolic,drugbank
SMP0000349,Gaucher Disease,disease,drugbank
SMP0000496,Galactosemia III,disease,drugbank
SMP0000525,Fabry Disease,disease,drugbank
SMP0000526,Krabbe Disease,disease,drugbank
SMP0000554,"Glycogenosis, Type IV. Amylopectinosis, Anderson Disease",disease,drugbank
SMP0000555,"Glycogenosis, Type VI. Hers Disease",disease,drugbank
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,drugbank
SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,drugbank
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,drugbank
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,drugbank
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000341,Hypermethioninemia,disease,drugbank
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000089,Pravastatin Action Pathway,drug_action,drugbank
SMP0000092,Rosuvastatin Action Pathway,drug_action,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000117,Pamidronate Action Pathway,drug_action,drugbank
SMP0000119,Fluvastatin Action Pathway,drug_action,drugbank
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,drugbank
SMP0000487,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,disease,drugbank
SMP0000488,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),disease,drugbank
SMP0000508,Cholesteryl Ester Storage Disease,disease,drugbank
SMP0000543,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000053,Folate Metabolism,metabolic,drugbank
SMP0000063,Tryptophan Metabolism,metabolic,drugbank
SMP0000068,Androgen and Estrogen Metabolism,metabolic,drugbank
SMP0000099,Lovastatin Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000209,Hypercholesterolemia,disease,drugbank
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,drugbank
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,drugbank
SMP0000486,DOPA-Responsive Dystonia,disease,drugbank
SMP0000510,Mevalonic Aciduria,disease,drugbank
SMP0000565,Aromatase Deficiency,disease,drugbank
SMP0000005,Pterine Biosynthesis,metabolic,drugbank
SMP0000023,Steroid Biosynthesis,metabolic,drugbank
SMP0000079,Ibandronate Action Pathway,drug_action,drugbank
SMP0000095,Alendronate Action Pathway,drug_action,drugbank
SMP0000112,Risedronate Action Pathway,drug_action,drugbank
SMP0000131,Atorvastatin Action Pathway,drug_action,drugbank
SMP0000356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,drugbank
SMP0000386,Desmosterolosis,disease,drugbank
SMP0000316,Zellweger Syndrome,disease,drugbank
SMP0000021,Taurine and Hypotaurine Metabolism,metabolic,drugbank
SMP0000314,Congenital Bile Acid Synthesis Defect Type II,disease,drugbank
SMP0000720,27-Hydroxylase Deficiency,disease,drugbank
SMP0000035,Bile Acid Biosynthesis,metabolic,drugbank
SMP0000315,Cerebrotendinous Xanthomatosis (CTX),disease,drugbank
SMP0000317,Familial Hypercholanemia (FHCA),disease,drugbank
SMP0000318,Congenital Bile Acid Synthesis Defect Type III,disease,drugbank
SMP0000009,Ammonia Recycling,metabolic,drugbank
SMP0000044,Histidine Metabolism,metabolic,drugbank
SMP0000191,Histidinemia,disease,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000072,Glutamate Metabolism,metabolic,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000248,Clarithromycin Action Pathway,drug_action,drugbank
SMP0000251,Roxithromycin Action Pathway,drug_action,drugbank
SMP0000254,Gentamicin Action Pathway,drug_action,drugbank
SMP0000293,Oxytetracycline Action Pathway,drug_action,drugbank
SMP0000294,Tetracycline Action Pathway,drug_action,drugbank
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000713,Arbekacin Action Pathway,drug_action,drugbank
SMP0000730,Troleandomycin Action Pathway,drug_action,drugbank
SMP0000731,Josamycin Action Pathway,drug_action,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000247,Azithromycin Action Pathway,drug_action,drugbank
SMP0000249,Clindamycin Action Pathway,drug_action,drugbank
SMP0000250,Erythromycin Action Pathway,drug_action,drugbank
SMP0000255,Kanamycin Action Pathway,drug_action,drugbank
SMP0000256,Neomycin Action Pathway,drug_action,drugbank
SMP0000257,Netilmicin Action Pathway,drug_action,drugbank
SMP0000259,Streptomycin Action Pathway,drug_action,drugbank
SMP0000262,Clomocycline Action Pathway,drug_action,drugbank
SMP0000385,Homocarnosinosis,disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000077,Piroxicam Action Pathway,drug_action,drugbank
SMP0000087,Rofecoxib Action Pathway,drug_action,drugbank
SMP0000093,Diclofenac Action Pathway,drug_action,drugbank
SMP0000094,Sulindac Action Pathway,drug_action,drugbank
SMP0000114,Nabumetone Action Pathway,drug_action,drugbank
SMP0000116,Valdecoxib Action Pathway,drug_action,drugbank
SMP0000692,Antipyrine Action Pathway,drug_action,drugbank
SMP0000697,Flurbiprofen Action Pathway,drug_action,drugbank
SMP0000702,Nepafenac Action Pathway,drug_action,drugbank
SMP0000084,Etodolac Action Pathway,drug_action,drugbank
SMP0000085,Ketoprofen Action Pathway,drug_action,drugbank
SMP0000086,Ibuprofen Action Pathway,drug_action,drugbank
SMP0000096,Celecoxib Action Pathway,drug_action,drugbank
SMP0000101,Suprofen Action Pathway,drug_action,drugbank
SMP0000104,Indomethacin Action Pathway,drug_action,drugbank
SMP0000289,Diflunisal Action Pathway,drug_action,drugbank
SMP0000353,Leukotriene C4 Synthesis Deficiency,disease,drugbank
SMP0000693,Antrafenine Action Pathway,drug_action,drugbank
SMP0000696,Fenoprofen Action Pathway,drug_action,drugbank
SMP0000698,Magnesium Salicylate Action Pathway,drug_action,drugbank
SMP0000700,Lornoxicam Action Pathway,drug_action,drugbank
SMP0000703,Trisalicylate-Choline Action Pathway,drug_action,drugbank
SMP0000704,Tolmetin Action Pathway,drug_action,drugbank
SMP0000705,Tiaprofenic Acid Action Pathway,drug_action,drugbank
SMP0000706,Tenoxicam Action Pathway,drug_action,drugbank
SMP0000709,Salicylic Acid Action Pathway,drug_action,drugbank
SMP0000075,Arachidonic Acid Metabolism,metabolic,drugbank
SMP0000083,Acetylsalicylic Acid Action Pathway,drug_action,drugbank
SMP0000098,Ketorolac Action Pathway,drug_action,drugbank
SMP0000102,Bromfenac Action Pathway,drug_action,drugbank
SMP0000063,Tryptophan Metabolism,metabolic,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000123,Betaine Metabolism,metabolic,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0002313,Sarcosine Oncometabolite Pathway,disease,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,drugbank
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000341,Hypermethioninemia,disease,drugbank
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,drugbank
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,drugbank
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
